#,Time,%Passes,Change,Test,Pass,Partial,Fail,Untested
104,Sat Sep 12 17:20:00 PDT 2020,75,0,RequiredClassesSuite,BasicMainTest ControllerFactory DerivedSafetyTest DerivingMainTest GenerateSafeDistancesAndDurationsTest GivenSafetyTest InterpolatedSafetyTest InterpolatingMainTest IsInterpolatedOneParameterSafetyTest IsInterpolatedTwoParameterSafetyTest ModelFactory PrintGeneratedCombinationDerivedSafetyTest PrintGeneratedCombinationInferredSafetyTest PrintGivenAndGeneratedCombinationDerivedTest PrintSafeDistancesAndDurationsTest SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceDerivingMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided SocialDistanceUtilityTesterMainProvided ViewFactory , ,ClassifierFactory CompareSafetyComputationsTest InferringMainTest IsInferredSafeTest SafeSocializationtxtProvided SocialDistanceInferringMainProvided SocialDistanceNoCheckstyleWarnings , ,
105,Sat Sep 12 17:20:01 PDT 2020,75,0,StyleSuite,BasicMainTest ControllerFactory DerivedSafetyTest DerivingMainTest GenerateSafeDistancesAndDurationsTest GivenSafetyTest InterpolatedSafetyTest InterpolatingMainTest IsInterpolatedOneParameterSafetyTest IsInterpolatedTwoParameterSafetyTest ModelFactory PrintGeneratedCombinationDerivedSafetyTest PrintGeneratedCombinationInferredSafetyTest PrintGivenAndGeneratedCombinationDerivedTest PrintSafeDistancesAndDurationsTest SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceDerivingMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided SocialDistanceUtilityTesterMainProvided ViewFactory , ,ClassifierFactory CompareSafetyComputationsTest InferringMainTest IsInferredSafeTest SafeSocializationtxtProvided SocialDistanceInferringMainProvided SocialDistanceNoCheckstyleWarnings , ,
106,Sat Sep 12 17:20:02 PDT 2020,75,0,UtilityClassSuite,BasicMainTest ControllerFactory DerivedSafetyTest DerivingMainTest GenerateSafeDistancesAndDurationsTest GivenSafetyTest InterpolatedSafetyTest InterpolatingMainTest IsInterpolatedOneParameterSafetyTest IsInterpolatedTwoParameterSafetyTest ModelFactory PrintGeneratedCombinationDerivedSafetyTest PrintGeneratedCombinationInferredSafetyTest PrintGivenAndGeneratedCombinationDerivedTest PrintSafeDistancesAndDurationsTest SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceDerivingMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided SocialDistanceUtilityTesterMainProvided ViewFactory , ,ClassifierFactory CompareSafetyComputationsTest InferringMainTest IsInferredSafeTest SafeSocializationtxtProvided SocialDistanceInferringMainProvided SocialDistanceNoCheckstyleWarnings , ,
107,Sat Sep 12 17:20:09 PDT 2020,75,0,MainClassSuite,BasicMainTest ControllerFactory DerivedSafetyTest DerivingMainTest GenerateSafeDistancesAndDurationsTest GivenSafetyTest InterpolatedSafetyTest InterpolatingMainTest IsInterpolatedOneParameterSafetyTest IsInterpolatedTwoParameterSafetyTest ModelFactory PrintGeneratedCombinationDerivedSafetyTest PrintGeneratedCombinationInferredSafetyTest PrintGivenAndGeneratedCombinationDerivedTest PrintSafeDistancesAndDurationsTest SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceDerivingMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided SocialDistanceUtilityTesterMainProvided ViewFactory , ,ClassifierFactory CompareSafetyComputationsTest InferringMainTest IsInferredSafeTest SafeSocializationtxtProvided SocialDistanceInferringMainProvided SocialDistanceNoCheckstyleWarnings , ,
108,Sat Sep 12 17:47:09 PDT 2020,65,-10,MainClassSuite,ControllerFactory DerivedSafetyTest GenerateSafeDistancesAndDurationsTest GivenSafetyTest InterpolatedSafetyTest IsInterpolatedOneParameterSafetyTest IsInterpolatedTwoParameterSafetyTest ModelFactory PrintGeneratedCombinationDerivedSafetyTest PrintGeneratedCombinationInferredSafetyTest PrintGivenAndGeneratedCombinationDerivedTest PrintSafeDistancesAndDurationsTest SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceDerivingMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided SocialDistanceUtilityTesterMainProvided ViewFactory , ,BasicMainTest- ClassifierFactory CompareSafetyComputationsTest DerivingMainTest- InferringMainTest InterpolatingMainTest- IsInferredSafeTest SafeSocializationtxtProvided SocialDistanceInferringMainProvided SocialDistanceNoCheckstyleWarnings , ,
109,Sat Sep 12 17:47:10 PDT 2020,65,0,RequiredClassesSuite,ControllerFactory DerivedSafetyTest GenerateSafeDistancesAndDurationsTest GivenSafetyTest InterpolatedSafetyTest IsInterpolatedOneParameterSafetyTest IsInterpolatedTwoParameterSafetyTest ModelFactory PrintGeneratedCombinationDerivedSafetyTest PrintGeneratedCombinationInferredSafetyTest PrintGivenAndGeneratedCombinationDerivedTest PrintSafeDistancesAndDurationsTest SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceDerivingMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided SocialDistanceUtilityTesterMainProvided ViewFactory , ,BasicMainTest ClassifierFactory CompareSafetyComputationsTest DerivingMainTest InferringMainTest InterpolatingMainTest IsInferredSafeTest SafeSocializationtxtProvided SocialDistanceInferringMainProvided SocialDistanceNoCheckstyleWarnings , ,
110,Sat Sep 12 17:47:11 PDT 2020,65,0,UtilityClassSuite,ControllerFactory DerivedSafetyTest GenerateSafeDistancesAndDurationsTest GivenSafetyTest InterpolatedSafetyTest IsInterpolatedOneParameterSafetyTest IsInterpolatedTwoParameterSafetyTest ModelFactory PrintGeneratedCombinationDerivedSafetyTest PrintGeneratedCombinationInferredSafetyTest PrintGivenAndGeneratedCombinationDerivedTest PrintSafeDistancesAndDurationsTest SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceDerivingMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided SocialDistanceUtilityTesterMainProvided ViewFactory , ,BasicMainTest ClassifierFactory CompareSafetyComputationsTest DerivingMainTest InferringMainTest InterpolatingMainTest IsInferredSafeTest SafeSocializationtxtProvided SocialDistanceInferringMainProvided SocialDistanceNoCheckstyleWarnings , ,
111,Sat Sep 12 17:47:13 PDT 2020,65,0,StyleSuite,ControllerFactory DerivedSafetyTest GenerateSafeDistancesAndDurationsTest GivenSafetyTest InterpolatedSafetyTest IsInterpolatedOneParameterSafetyTest IsInterpolatedTwoParameterSafetyTest ModelFactory PrintGeneratedCombinationDerivedSafetyTest PrintGeneratedCombinationInferredSafetyTest PrintGivenAndGeneratedCombinationDerivedTest PrintSafeDistancesAndDurationsTest SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceDerivingMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided SocialDistanceUtilityTesterMainProvided ViewFactory , ,BasicMainTest ClassifierFactory CompareSafetyComputationsTest DerivingMainTest InferringMainTest InterpolatingMainTest IsInferredSafeTest SafeSocializationtxtProvided SocialDistanceInferringMainProvided SocialDistanceNoCheckstyleWarnings , ,
112,Sat Sep 12 17:47:15 PDT 2020,65,0,FactoriesSuite,ControllerFactory DerivedSafetyTest GenerateSafeDistancesAndDurationsTest GivenSafetyTest InterpolatedSafetyTest IsInterpolatedOneParameterSafetyTest IsInterpolatedTwoParameterSafetyTest ModelFactory PrintGeneratedCombinationDerivedSafetyTest PrintGeneratedCombinationInferredSafetyTest PrintGivenAndGeneratedCombinationDerivedTest PrintSafeDistancesAndDurationsTest SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceDerivingMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided SocialDistanceUtilityTesterMainProvided ViewFactory , ,BasicMainTest ClassifierFactory CompareSafetyComputationsTest DerivingMainTest InferringMainTest InterpolatingMainTest IsInferredSafeTest SafeSocializationtxtProvided SocialDistanceInferringMainProvided SocialDistanceNoCheckstyleWarnings , ,
113,Sat Sep 12 17:54:40 PDT 2020,75,10,MainClassSuite,BasicMainTest+ ControllerFactory DerivedSafetyTest DerivingMainTest+ GenerateSafeDistancesAndDurationsTest GivenSafetyTest InterpolatedSafetyTest InterpolatingMainTest+ IsInterpolatedOneParameterSafetyTest IsInterpolatedTwoParameterSafetyTest ModelFactory PrintGeneratedCombinationDerivedSafetyTest PrintGeneratedCombinationInferredSafetyTest PrintGivenAndGeneratedCombinationDerivedTest PrintSafeDistancesAndDurationsTest SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceDerivingMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided SocialDistanceUtilityTesterMainProvided ViewFactory , ,ClassifierFactory CompareSafetyComputationsTest InferringMainTest IsInferredSafeTest SafeSocializationtxtProvided SocialDistanceInferringMainProvided SocialDistanceNoCheckstyleWarnings , ,
114,Sat Sep 12 17:54:42 PDT 2020,75,0,UtilityClassSuite,BasicMainTest ControllerFactory DerivedSafetyTest DerivingMainTest GenerateSafeDistancesAndDurationsTest GivenSafetyTest InterpolatedSafetyTest InterpolatingMainTest IsInterpolatedOneParameterSafetyTest IsInterpolatedTwoParameterSafetyTest ModelFactory PrintGeneratedCombinationDerivedSafetyTest PrintGeneratedCombinationInferredSafetyTest PrintGivenAndGeneratedCombinationDerivedTest PrintSafeDistancesAndDurationsTest SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceDerivingMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided SocialDistanceUtilityTesterMainProvided ViewFactory , ,ClassifierFactory CompareSafetyComputationsTest InferringMainTest IsInferredSafeTest SafeSocializationtxtProvided SocialDistanceInferringMainProvided SocialDistanceNoCheckstyleWarnings , ,
115,Sat Sep 12 17:54:56 PDT 2020,72,-3,FactoriesSuite,BasicMainTest ControllerFactory DerivedSafetyTest DerivingMainTest GenerateSafeDistancesAndDurationsTest GivenSafetyTest InterpolatedSafetyTest InterpolatingMainTest IsInterpolatedOneParameterSafetyTest IsInterpolatedTwoParameterSafetyTest PrintGeneratedCombinationDerivedSafetyTest PrintGeneratedCombinationInferredSafetyTest PrintGivenAndGeneratedCombinationDerivedTest PrintSafeDistancesAndDurationsTest SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceDerivingMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided SocialDistanceUtilityTesterMainProvided ViewFactory , ,ClassifierFactory CompareSafetyComputationsTest InferringMainTest IsInferredSafeTest ModelFactory- SafeSocializationtxtProvided SocialDistanceInferringMainProvided SocialDistanceNoCheckstyleWarnings , ,
116,Sat Sep 12 17:55:05 PDT 2020,72,0,RequiredClassesSuite,BasicMainTest ControllerFactory DerivedSafetyTest DerivingMainTest GenerateSafeDistancesAndDurationsTest GivenSafetyTest InterpolatedSafetyTest InterpolatingMainTest IsInterpolatedOneParameterSafetyTest IsInterpolatedTwoParameterSafetyTest PrintGeneratedCombinationDerivedSafetyTest PrintGeneratedCombinationInferredSafetyTest PrintGivenAndGeneratedCombinationDerivedTest PrintSafeDistancesAndDurationsTest SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceDerivingMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided SocialDistanceUtilityTesterMainProvided ViewFactory , ,ClassifierFactory CompareSafetyComputationsTest InferringMainTest IsInferredSafeTest ModelFactory SafeSocializationtxtProvided SocialDistanceInferringMainProvided SocialDistanceNoCheckstyleWarnings , ,
117,Sat Sep 12 17:56:11 PDT 2020,72,0,MainClassSuite,BasicMainTest ControllerFactory DerivedSafetyTest DerivingMainTest GenerateSafeDistancesAndDurationsTest GivenSafetyTest InterpolatedSafetyTest InterpolatingMainTest IsInterpolatedOneParameterSafetyTest IsInterpolatedTwoParameterSafetyTest PrintGeneratedCombinationDerivedSafetyTest PrintGeneratedCombinationInferredSafetyTest PrintGivenAndGeneratedCombinationDerivedTest PrintSafeDistancesAndDurationsTest SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceDerivingMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided SocialDistanceUtilityTesterMainProvided ViewFactory , ,ClassifierFactory CompareSafetyComputationsTest InferringMainTest IsInferredSafeTest ModelFactory SafeSocializationtxtProvided SocialDistanceInferringMainProvided SocialDistanceNoCheckstyleWarnings , ,
118,Sat Sep 12 17:56:12 PDT 2020,75,3,FactoriesSuite,BasicMainTest ControllerFactory DerivedSafetyTest DerivingMainTest GenerateSafeDistancesAndDurationsTest GivenSafetyTest InterpolatedSafetyTest InterpolatingMainTest IsInterpolatedOneParameterSafetyTest IsInterpolatedTwoParameterSafetyTest ModelFactory+ PrintGeneratedCombinationDerivedSafetyTest PrintGeneratedCombinationInferredSafetyTest PrintGivenAndGeneratedCombinationDerivedTest PrintSafeDistancesAndDurationsTest SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceDerivingMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided SocialDistanceUtilityTesterMainProvided ViewFactory , ,ClassifierFactory CompareSafetyComputationsTest InferringMainTest IsInferredSafeTest SafeSocializationtxtProvided SocialDistanceInferringMainProvided SocialDistanceNoCheckstyleWarnings , ,
119,Sat Sep 12 17:56:14 PDT 2020,75,0,RequiredClassesSuite,BasicMainTest ControllerFactory DerivedSafetyTest DerivingMainTest GenerateSafeDistancesAndDurationsTest GivenSafetyTest InterpolatedSafetyTest InterpolatingMainTest IsInterpolatedOneParameterSafetyTest IsInterpolatedTwoParameterSafetyTest ModelFactory PrintGeneratedCombinationDerivedSafetyTest PrintGeneratedCombinationInferredSafetyTest PrintGivenAndGeneratedCombinationDerivedTest PrintSafeDistancesAndDurationsTest SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceDerivingMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided SocialDistanceUtilityTesterMainProvided ViewFactory , ,ClassifierFactory CompareSafetyComputationsTest InferringMainTest IsInferredSafeTest SafeSocializationtxtProvided SocialDistanceInferringMainProvided SocialDistanceNoCheckstyleWarnings , ,
120,Sat Sep 12 17:56:16 PDT 2020,75,0,UtilityClassSuite,BasicMainTest ControllerFactory DerivedSafetyTest DerivingMainTest GenerateSafeDistancesAndDurationsTest GivenSafetyTest InterpolatedSafetyTest InterpolatingMainTest IsInterpolatedOneParameterSafetyTest IsInterpolatedTwoParameterSafetyTest ModelFactory PrintGeneratedCombinationDerivedSafetyTest PrintGeneratedCombinationInferredSafetyTest PrintGivenAndGeneratedCombinationDerivedTest PrintSafeDistancesAndDurationsTest SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceDerivingMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided SocialDistanceUtilityTesterMainProvided ViewFactory , ,ClassifierFactory CompareSafetyComputationsTest InferringMainTest IsInferredSafeTest SafeSocializationtxtProvided SocialDistanceInferringMainProvided SocialDistanceNoCheckstyleWarnings , ,
121,Sat Sep 12 17:56:19 PDT 2020,75,0,StyleSuite,BasicMainTest ControllerFactory DerivedSafetyTest DerivingMainTest GenerateSafeDistancesAndDurationsTest GivenSafetyTest InterpolatedSafetyTest InterpolatingMainTest IsInterpolatedOneParameterSafetyTest IsInterpolatedTwoParameterSafetyTest ModelFactory PrintGeneratedCombinationDerivedSafetyTest PrintGeneratedCombinationInferredSafetyTest PrintGivenAndGeneratedCombinationDerivedTest PrintSafeDistancesAndDurationsTest SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceDerivingMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided SocialDistanceUtilityTesterMainProvided ViewFactory , ,ClassifierFactory CompareSafetyComputationsTest InferringMainTest IsInferredSafeTest SafeSocializationtxtProvided SocialDistanceInferringMainProvided SocialDistanceNoCheckstyleWarnings , ,
122,Sat Sep 12 23:22:49 PDT 2020,72,-3,MainClassSuite,ControllerFactory DerivedSafetyTest DerivingMainTest GenerateSafeDistancesAndDurationsTest GivenSafetyTest InterpolatedSafetyTest InterpolatingMainTest IsInterpolatedOneParameterSafetyTest IsInterpolatedTwoParameterSafetyTest ModelFactory PrintGeneratedCombinationDerivedSafetyTest PrintGeneratedCombinationInferredSafetyTest PrintGivenAndGeneratedCombinationDerivedTest PrintSafeDistancesAndDurationsTest SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceDerivingMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided SocialDistanceUtilityTesterMainProvided ViewFactory , ,BasicMainTest- ClassifierFactory CompareSafetyComputationsTest InferringMainTest IsInferredSafeTest SafeSocializationtxtProvided SocialDistanceInferringMainProvided SocialDistanceNoCheckstyleWarnings , ,
123,Sat Sep 12 23:22:57 PDT 2020,72,0,UtilityClassSuite,ControllerFactory DerivedSafetyTest DerivingMainTest GenerateSafeDistancesAndDurationsTest GivenSafetyTest InterpolatedSafetyTest InterpolatingMainTest IsInterpolatedOneParameterSafetyTest IsInterpolatedTwoParameterSafetyTest ModelFactory PrintGeneratedCombinationDerivedSafetyTest PrintGeneratedCombinationInferredSafetyTest PrintGivenAndGeneratedCombinationDerivedTest PrintSafeDistancesAndDurationsTest SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceDerivingMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided SocialDistanceUtilityTesterMainProvided ViewFactory , ,BasicMainTest ClassifierFactory CompareSafetyComputationsTest InferringMainTest IsInferredSafeTest SafeSocializationtxtProvided SocialDistanceInferringMainProvided SocialDistanceNoCheckstyleWarnings , ,
